date,prime_broker,ticker,name,country,sector,currency,price_local,price_usd,available_shares,borrow_rate_pct,htb_flag
3/6/25,Prime B,6971 JP,Kyocera,JP,Information Technology,JPY,21881,146.3612,1561073,2.25,N
3/6/25,Prime A,105560 KS,KB Financial Group,KR,Financials,KRW,110078,83.0777,152804,0.25,N
3/6/25,Prime A,66 HK,MTR Corporation,HK,Industrials,HKD,28.92,3.6982,2864884,0.25,N
3/6/25,Prime B,66 HK,MTR Corporation,HK,Industrials,HKD,28.92,3.6982,937640,0.25,N
3/6/25,Prime C,2327 TT,Yageo,TW,Information Technology,TWD,209.84,6.5987,2247171,0.25,N
3/6/25,Prime A,6971 JP,Kyocera,JP,Information Technology,JPY,21881,146.3612,989316,2,N
3/6/25,Prime C,4901 JP,Fujifilm,JP,Information Technology,JPY,3787,25.3311,114798,22.5,Y
3/6/25,Prime C,105560 KS,KB Financial Group,KR,Financials,KRW,110078,83.0777,176906,0.5,N
3/6/25,Prime B,105560 KS,KB Financial Group,KR,Financials,KRW,110078,83.0777,162061,10.25,Y
3/6/25,Prime C,66 HK,MTR Corporation,HK,Industrials,HKD,28.92,3.6982,2776481,0.25,N
3/6/25,Prime A,659 HK,CTF Services Limited,HK,Financials,HKD,199.55,25.5179,751931,0.25,N
3/6/25,Prime C,6971 JP,Kyocera,JP,Information Technology,JPY,21881,146.3612,1357377,1.75,N
3/6/25,Prime B,4901 JP,Fujifilm,JP,Information Technology,JPY,3787,25.3311,27375,20,Y
3/6/25,Prime B,098460 KS,Koh Young Technology,KR,Information Technology,KRW,63596,47.997,2644118,5.25,N
3/6/25,Prime B,659 HK,CTF Services Limited,HK,Financials,HKD,199.55,25.5179,1375474,0.25,N
3/6/25,Prime C,659 HK,CTF Services Limited,HK,Financials,HKD,199.55,25.5179,1629557,0.25,N
3/6/25,Prime A,636 HK,Kerry Logistics Network,HK,Financials,HKD,146.18,18.6931,2821441,0.25,N
3/6/25,Prime B,636 HK,Kerry Logistics Network,HK,Financials,HKD,146.18,18.6931,336845,0.25,N
3/6/25,Prime A,6902 JP,Denso,JP,Consumer Discretionary,JPY,19367,129.5452,25866,16.75,Y
3/6/25,Prime A,4901 JP,Fujifilm,JP,Information Technology,JPY,3787,25.3311,85417,19.75,Y
3/6/25,Prime C,098460 KS,Koh Young Technology,KR,Information Technology,KRW,63596,47.997,71258,4,N
3/6/25,Prime C,636 HK,Kerry Logistics Network,HK,Financials,HKD,146.18,18.6931,1434854,0.25,N
3/6/25,Prime B,6902 JP,Denso,JP,Consumer Discretionary,JPY,19367,129.5452,84979,16.75,Y
3/6/25,Prime C,6902 JP,Denso,JP,Consumer Discretionary,JPY,19367,129.5452,58805,16.25,Y
3/6/25,Prime B,688 HK,China Overseas Land & Investment,HK,Real Estate,HKD,18.83,2.4079,44076,24.5,Y
3/6/25,Prime C,688 HK,China Overseas Land & Investment,HK,Real Estate,HKD,18.83,2.4079,155880,23.5,Y
3/6/25,Prime A,688 HK,China Overseas Land & Investment,HK,Real Estate,HKD,18.83,2.4079,174881,19.5,Y
3/6/25,Prime C,6823 HK,Hong Kong Telecom,HK,Financials,HKD,232.99,29.7941,2509696,7.75,N
3/6/25,Prime A,6823 HK,Hong Kong Telecom,HK,Financials,HKD,232.99,29.7941,997812,4.5,N
3/6/25,Prime A,098460 KS,Koh Young Technology,KR,Information Technology,KRW,63596,47.997,2543875,3.25,N
3/6/25,Prime B,6823 HK,Hong Kong Telecom,HK,Financials,HKD,232.99,29.7941,610901,1,N
3/6/25,Prime A,6762 JP,TDK,JP,Information Technology,JPY,53854,360.2274,878715,3.75,N
3/6/25,Prime B,6762 JP,TDK,JP,Information Technology,JPY,53854,360.2274,1277686,4,N
3/6/25,Prime C,6762 JP,TDK,JP,Information Technology,JPY,53854,360.2274,1591253,2.5,N
3/6/25,Prime C,6752 JP,Panasonic,JP,Consumer Discretionary,JPY,8293,55.4716,2155638,4.75,N
3/6/25,Prime A,6752 JP,Panasonic,JP,Consumer Discretionary,JPY,8293,55.4716,1227119,4.5,N
3/6/25,Prime B,6752 JP,Panasonic,JP,Consumer Discretionary,JPY,8293,55.4716,2613846,2.5,N
3/6/25,Prime B,6701 JP,NEC Corp,JP,Industrials,JPY,48298,323.0635,56488,23.25,Y
3/6/25,Prime A,6701 JP,NEC Corp,JP,Industrials,JPY,48298,323.0635,136673,22,Y
3/6/25,Prime C,6701 JP,NEC Corp,JP,Industrials,JPY,48298,323.0635,78977,18,Y
3/6/25,Prime B,6542 TT,Gamesparcs,TW,Information Technology,TWD,309.24,9.7245,2910883,1.75,N
3/6/25,Prime C,6542 TT,Gamesparcs,TW,Information Technology,TWD,309.24,9.7245,485855,1.5,N
3/6/25,Prime A,6542 TT,Gamesparcs,TW,Information Technology,TWD,309.24,9.7245,1573615,1,N
3/6/25,Prime B,6505 TT,Formosa Petrochemical,TW,Energy,TWD,156.04,4.9069,170598,8.25,Y
3/6/25,Prime C,6178 HK,Everbright Securities Company,HK,Financials,HKD,138.69,17.7353,160533,14,Y
3/6/25,Prime A,6505 TT,Formosa Petrochemical,TW,Energy,TWD,156.04,4.9069,2281658,7.25,N
3/6/25,Prime A,5108 JP,Bridgestone,JP,Consumer Discretionary,JPY,37158,248.5485,1341198,7.5,N
3/6/25,Prime B,5108 JP,Bridgestone,JP,Consumer Discretionary,JPY,37158,248.5485,1677853,5,N
3/6/25,Prime B,6178 HK,Everbright Securities Company,HK,Financials,HKD,138.69,17.7353,38691,12,Y
3/6/25,Prime A,6178 HK,Everbright Securities Company,HK,Financials,HKD,138.69,17.7353,90091,11,Y
3/6/25,Prime C,6505 TT,Formosa Petrochemical,TW,Energy,TWD,156.04,4.9069,412236,3.75,N
3/6/25,Prime C,5401 JP,Nippon Steel,JP,Materials,JPY,50996,341.1104,688580,6,N
3/6/25,Prime B,6488 TT,GlobalWafers,TW,Information Technology,TWD,137.92,4.3371,2542399,2,N
3/6/25,Prime C,6488 TT,GlobalWafers,TW,Information Technology,TWD,137.92,4.3371,1645630,1.75,N
3/6/25,Prime A,6488 TT,GlobalWafers,TW,Information Technology,TWD,137.92,4.3371,1033683,1.5,N
3/6/25,Prime A,6110 HK,Topsports International,HK,Financials,HKD,134.67,17.2212,980319,0.25,N
3/6/25,Prime A,6482 TT,Fun Yours Technology,TW,Information Technology,TWD,51.42,1.617,1715360,2.25,N
3/6/25,Prime B,6482 TT,Fun Yours Technology,TW,Information Technology,TWD,51.42,1.617,2802769,2.25,N
3/6/25,Prime C,6482 TT,Fun Yours Technology,TW,Information Technology,TWD,51.42,1.617,2963740,2,N
3/6/25,Prime A,5401 JP,Nippon Steel,JP,Materials,JPY,50996,341.1104,2128986,5.75,N
3/6/25,Prime B,6110 HK,Topsports International,HK,Financials,HKD,134.67,17.2212,1636857,0.25,N
3/6/25,Prime C,6110 HK,Topsports International,HK,Financials,HKD,134.67,17.2212,132553,0.25,N
3/6/25,Prime B,2379 TT,Realtek,TW,Information Technology,TWD,125.71,3.9531,190981,5,N
3/6/25,Prime A,2379 TT,Realtek,TW,Information Technology,TWD,125.71,3.9531,39209,3.5,N
3/6/25,Prime C,2379 TT,Realtek,TW,Information Technology,TWD,125.71,3.9531,723481,1.75,N
3/6/25,Prime B,5401 JP,Nippon Steel,JP,Materials,JPY,50996,341.1104,622376,1.75,N
3/6/25,Prime C,6472 TT,Bora Pharmaceuticals,TW,Information Technology,TWD,546.65,17.1903,1889288,5.75,N
3/6/25,Prime C,5713 JP,Sumitomo Metal Mining,JP,Industrials,JPY,35038,234.3679,2178600,5.75,N
3/6/25,Prime B,6472 TT,Bora Pharmaceuticals,TW,Information Technology,TWD,546.65,17.1903,2885054,4.5,N
3/6/25,Prime A,6472 TT,Bora Pharmaceuticals,TW,Information Technology,TWD,546.65,17.1903,2698889,3,N
3/6/25,Prime B,5713 JP,Sumitomo Metal Mining,JP,Industrials,JPY,35038,234.3679,1058738,5.5,N
3/6/25,Prime A,086790 KS,Hana Financial Group,KR,Financials,KRW,28887,21.8015,1410610,0.25,N
3/6/25,Prime B,086790 KS,Hana Financial Group,KR,Financials,KRW,28887,21.8015,1747978,0.25,N
3/6/25,Prime C,086790 KS,Hana Financial Group,KR,Financials,KRW,28887,21.8015,1897216,0.25,N
3/6/25,Prime A,6273 JP,SMC Corp,JP,Industrials,JPY,28485,190.5351,2971352,5.25,N
3/6/25,Prime A,5713 JP,Sumitomo Metal Mining,JP,Industrials,JPY,35038,234.3679,201628,1,N
3/6/25,Prime A,5802 JP,Sumitomo Denki Kogyo,JP,Industrials,JPY,20548,137.4448,183596,0.25,N
3/6/25,Prime B,5802 JP,Sumitomo Denki Kogyo,JP,Industrials,JPY,20548,137.4448,1468439,0.25,N
3/6/25,Prime C,5802 JP,Sumitomo Denki Kogyo,JP,Industrials,JPY,20548,137.4448,1836426,0.25,N
3/6/25,Prime C,6273 JP,SMC Corp,JP,Industrials,JPY,28485,190.5351,1164655,5.25,N
3/6/25,Prime B,6273 JP,SMC Corp,JP,Industrials,JPY,28485,190.5351,1825574,1,N
3/6/25,Prime A,62 HK,Transport International Holdings,HK,Financials,HKD,234.14,29.9412,930844,0.75,N
3/6/25,Prime B,62 HK,Transport International Holdings,HK,Financials,HKD,234.14,29.9412,1479093,0.5,N
3/6/25,Prime C,62 HK,Transport International Holdings,HK,Financials,HKD,234.14,29.9412,1836708,0.5,N
3/6/25,Prime B,6098 JP,Recruit,JP,Real Estate,JPY,47090,314.9833,165899,8.25,Y
3/6/25,Prime A,6178 JP,Japan Post Holdings,JP,Industrials,JPY,12509,83.6722,239740,5,N
3/6/25,Prime C,6098 JP,Recruit,JP,Real Estate,JPY,47090,314.9833,2357543,6,N
3/6/25,Prime A,6098 JP,Recruit,JP,Real Estate,JPY,47090,314.9833,84063,2,N
3/6/25,Prime B,6178 JP,Japan Post Holdings,JP,Industrials,JPY,12509,83.6722,1580312,5,N
3/6/25,Prime C,6178 JP,Japan Post Holdings,JP,Industrials,JPY,12509,83.6722,64796,1.5,N
3/6/25,Prime B,6146 JP,Disco Corp.,JP,Industrials,JPY,29851,199.6722,986660,4.5,N
3/6/25,Prime A,53 HK,Guoco,HK,Financials,HKD,15.31,1.9578,2574548,0.25,N
3/6/25,Prime B,53 HK,Guoco,HK,Financials,HKD,15.31,1.9578,2392199,0.25,N
3/6/25,Prime C,6146 JP,Disco Corp.,JP,Industrials,JPY,29851,199.6722,1602188,4.5,N
3/6/25,Prime A,6146 JP,Disco Corp.,JP,Industrials,JPY,29851,199.6722,2866686,2,N
3/6/25,Prime B,6055 HK,China Tobacco International,HK,Financials,HKD,100.1,12.8005,1915926,4.75,N
3/6/25,Prime C,6055 HK,China Tobacco International,HK,Financials,HKD,100.1,12.8005,2109743,3.5,N
3/6/25,Prime A,6055 HK,China Tobacco International,HK,Financials,HKD,100.1,12.8005,961136,1.75,N
3/6/25,Prime A,086520 KS,Ecopro,KR,Information Technology,KRW,69386,52.3668,18413,8.25,Y
3/6/25,Prime B,086520 KS,Ecopro,KR,Information Technology,KRW,69386,52.3668,2157269,7,N
3/6/25,Prime C,53 HK,Guoco,HK,Financials,HKD,15.31,1.9578,1886418,0.25,N
3/6/25,Prime A,522 HK,ASMPT (ASM Pacific Technology),HK,Financials,HKD,169.84,21.7187,745616,0.25,N
3/6/25,Prime A,2395 TT,Advantech,TW,Information Technology,TWD,129.89,4.0846,2220849,7,N
3/6/25,Prime C,2395 TT,Advantech,TW,Information Technology,TWD,129.89,4.0846,1621332,4.5,N
3/6/25,Prime B,2395 TT,Advantech,TW,Information Technology,TWD,129.89,4.0846,520349,4.25,N
3/6/25,Prime B,522 HK,ASMPT (ASM Pacific Technology),HK,Financials,HKD,169.84,21.7187,73470,0.25,N
3/6/25,Prime C,522 HK,ASMPT (ASM Pacific Technology),HK,Financials,HKD,169.84,21.7187,823868,0.25,N
3/6/25,Prime A,6 HK,Power Assets,HK,Utilities,HKD,8.96,1.1458,97878,22,Y
3/6/25,Prime C,6 HK,Power Assets,HK,Utilities,HKD,8.96,1.1458,139811,21.25,Y
3/6/25,Prime B,6 HK,Power Assets,HK,Utilities,HKD,8.96,1.1458,34511,16.5,Y
3/6/25,Prime A,5803 JP,Fujikura,JP,Industrials,JPY,18695,125.0502,2484309,7.75,N
3/6/25,Prime B,6201 JP,Toyota Industries,JP,Industrials,JPY,29376,196.495,255138,6.5,N
3/6/25,Prime A,6201 JP,Toyota Industries,JP,Industrials,JPY,29376,196.495,2944371,1.25,N
3/6/25,Prime C,086520 KS,Ecopro,KR,Information Technology,KRW,69386,52.3668,1300295,7.75,N
3/6/25,Prime B,5803 JP,Fujikura,JP,Industrials,JPY,18695,125.0502,2483573,7.75,N
3/6/25,Prime C,5803 JP,Fujikura,JP,Industrials,JPY,18695,125.0502,1809491,3.75,N
3/6/25,Prime B,2412 TT,Chunghwa Telecom,TW,Communication Services,TWD,303.19,9.5343,8268,16,Y
3/6/25,Prime C,6201 JP,Toyota Industries,JP,Industrials,JPY,29376,196.495,2752944,1,N
3/6/25,Prime A,5478 TT,Soft-World International,TW,Information Technology,TWD,413.35,12.9984,181766,7.25,N
3/6/25,Prime C,5478 TT,Soft-World International,TW,Information Technology,TWD,413.35,12.9984,1982937,6.5,N
3/6/25,Prime B,5478 TT,Soft-World International,TW,Information Technology,TWD,413.35,12.9984,2820694,3.75,N
3/6/25,Prime A,45 HK,Hongkong and Shanghai Hotels,HK,Financials,HKD,188.96,24.1637,390011,0.25,N
3/6/25,Prime B,45 HK,Hongkong and Shanghai Hotels,HK,Financials,HKD,188.96,24.1637,2456848,0.25,N
3/6/25,Prime C,5020 JP,ENEOS Holdings,JP,Industrials,JPY,41881,280.1405,2908173,4.5,N
3/6/25,Prime C,6301 JP,Komatsu,JP,Industrials,JPY,38856,259.9064,2074383,7,N
3/6/25,Prime A,081660 KS,Misto Holdings (Fila),KR,Information Technology,KRW,19532,14.7411,1312217,1,N
3/6/25,Prime B,081660 KS,Misto Holdings (Fila),KR,Information Technology,KRW,19532,14.7411,2044038,1.25,N
3/6/25,Prime C,081660 KS,Misto Holdings (Fila),KR,Information Technology,KRW,19532,14.7411,1119481,2.25,N
3/6/25,Prime C,45 HK,Hongkong and Shanghai Hotels,HK,Financials,HKD,188.96,24.1637,401659,0.25,N
3/6/25,Prime A,2412 TT,Chunghwa Telecom,TW,Communication Services,TWD,303.19,9.5343,115787,15,Y
3/6/25,Prime A,6301 JP,Komatsu,JP,Industrials,JPY,38856,259.9064,2030818,2.75,N
3/6/25,Prime B,6301 JP,Komatsu,JP,Industrials,JPY,38856,259.9064,2592844,2.25,N
3/6/25,Prime B,6326 JP,Kubota,JP,Industrials,JPY,17162,114.796,26922,16.75,Y
3/6/25,Prime A,079550 KS,LIG Nex1,KR,Information Technology,KRW,105088,79.3117,2371272,0.25,N
3/6/25,Prime A,5020 JP,ENEOS Holdings,JP,Industrials,JPY,41881,280.1405,2280292,3.75,N
3/6/25,Prime B,5020 JP,ENEOS Holdings,JP,Industrials,JPY,41881,280.1405,1894720,3.75,N
3/6/25,Prime C,2412 TT,Chunghwa Telecom,TW,Communication Services,TWD,303.19,9.5343,134944,12.5,Y
3/6/25,Prime B,2454 TT,MediaTek,TW,Information Technology,TWD,322.65,10.1462,2793427,7.25,N
3/6/25,Prime A,6326 JP,Kubota,JP,Industrials,JPY,17162,114.796,2493,14,Y
3/6/25,Prime B,079550 KS,LIG Nex1,KR,Information Technology,KRW,105088,79.3117,241994,0.25,N
3/6/25,Prime B,5016 JP,JX Advanced Metals,JP,Industrials,JPY,13947,93.291,159682,19,Y
3/6/25,Prime A,5016 JP,JX Advanced Metals,JP,Industrials,JPY,13947,93.291,40035,16.75,Y
3/6/25,Prime C,5016 JP,JX Advanced Metals,JP,Industrials,JPY,13947,93.291,52492,15.25,Y
3/6/25,Prime C,6326 JP,Kubota,JP,Industrials,JPY,17162,114.796,67158,10.25,Y
3/6/25,Prime A,6367 JP,Daikin,JP,Industrials,JPY,38586,258.1003,1463698,0.25,N
3/6/25,Prime C,079550 KS,LIG Nex1,KR,Information Technology,KRW,105088,79.3117,404287,0.25,N
3/6/25,Prime A,4994 TT,X-Legend Entertainment,TW,Information Technology,TWD,286.98,9.0245,1447475,3,N
3/6/25,Prime C,2454 TT,MediaTek,TW,Information Technology,TWD,322.65,10.1462,151952,4.25,N
3/6/25,Prime A,2454 TT,MediaTek,TW,Information Technology,TWD,322.65,10.1462,815946,1,N
3/6/25,Prime B,4994 TT,X-Legend Entertainment,TW,Information Technology,TWD,286.98,9.0245,1546688,2.75,N
3/6/25,Prime C,073240 KS,Kumho Tire,KR,Consumer Discretionary,KRW,63576,47.9819,118406,16.75,Y
3/6/25,Prime B,073240 KS,Kumho Tire,KR,Consumer Discretionary,KRW,63576,47.9819,144278,15.5,Y
3/6/25,Prime C,4994 TT,X-Legend Entertainment,TW,Information Technology,TWD,286.98,9.0245,1644222,2.5,N
3/6/25,Prime B,6367 JP,Daikin,JP,Industrials,JPY,38586,258.1003,132565,0.25,N
3/6/25,Prime C,6367 JP,Daikin,JP,Industrials,JPY,38586,258.1003,2393019,0.25,N
3/6/25,Prime A,6501 JP,Hitachi,JP,Industrials,JPY,4137,27.6722,618401,0.25,N
3/6/25,Prime A,073240 KS,Kumho Tire,KR,Consumer Discretionary,KRW,63576,47.9819,191304,9,Y
3/6/25,Prime C,068270 KS,Celltrion,KR,Health Care,KRW,30093,22.7117,54575,12.5,Y
3/6/25,Prime A,4904 TT,Far EasTone,TW,Communication Services,TWD,88.2,2.7736,360831,0.25,N
3/6/25,Prime B,6501 JP,Hitachi,JP,Industrials,JPY,4137,27.6722,2358536,0.25,N
3/6/25,Prime C,6501 JP,Hitachi,JP,Industrials,JPY,4137,27.6722,368112,0.25,N
3/6/25,Prime B,068270 KS,Celltrion,KR,Health Care,KRW,30093,22.7117,189858,13.75,Y
3/6/25,Prime A,068270 KS,Celltrion,KR,Health Care,KRW,30093,22.7117,38616,20,Y
3/6/25,Prime A,066570 KS,LG Electronics,KR,Consumer Discretionary,KRW,40291,30.4083,2803901,0.25,N
3/6/25,Prime B,4904 TT,Far EasTone,TW,Communication Services,TWD,88.2,2.7736,336594,0.5,N
3/6/25,Prime C,4904 TT,Far EasTone,TW,Communication Services,TWD,88.2,2.7736,502767,0.25,N
3/6/25,Prime B,4689 JP,LY Corporation,JP,Communication Services,JPY,35977,240.6488,13509,10.25,Y
3/6/25,Prime C,4689 JP,LY Corporation,JP,Communication Services,JPY,35977,240.6488,167629,10.25,Y
3/6/25,Prime A,6503 JP,Mitsubishi Electric,JP,Industrials,JPY,24813,165.9732,1088869,0.25,N
3/6/25,Prime B,066570 KS,LG Electronics,KR,Consumer Discretionary,KRW,40291,30.4083,18016,0.25,N
3/6/25,Prime B,6503 JP,Mitsubishi Electric,JP,Industrials,JPY,24813,165.9732,2225744,0.25,N
3/6/25,Prime C,066570 KS,LG Electronics,KR,Consumer Discretionary,KRW,40291,30.4083,1556178,0.25,N
3/6/25,Prime A,4689 JP,LY Corporation,JP,Communication Services,JPY,35977,240.6488,41363,9.5,Y
3/6/25,Prime B,4519 JP,Chugai Pharmaceutical,JP,Health Care,JPY,32724,218.8896,2394912,0.75,N
3/6/25,Prime A,3998 HK,Bosideng,HK,Financials,HKD,134.28,17.1714,2081715,0.25,N
3/6/25,Prime B,3998 HK,Bosideng,HK,Financials,HKD,134.28,17.1714,2544004,0.25,N
3/6/25,Prime C,6503 JP,Mitsubishi Electric,JP,Industrials,JPY,24813,165.9732,1115230,0.25,N
3/6/25,Prime B,6594 JP,Nidec,JP,Industrials,JPY,26602,177.9398,2896083,6.5,N
3/6/25,Prime C,6594 JP,Nidec,JP,Industrials,JPY,26602,177.9398,201868,3.75,N
3/6/25,Prime A,6594 JP,Nidec,JP,Industrials,JPY,26602,177.9398,1819094,3.5,N
3/6/25,Prime C,4519 JP,Chugai Pharmaceutical,JP,Health Care,JPY,32724,218.8896,2553281,0.75,N
3/6/25,Prime A,4519 JP,Chugai Pharmaceutical,JP,Health Care,JPY,32724,218.8896,415825,0.5,N
3/6/25,Prime C,443060 KS,HD Hyundai Marine Solution,KR,Information Technology,KRW,59972,45.2619,40232,14.75,Y
3/6/25,Prime B,443060 KS,HD Hyundai Marine Solution,KR,Information Technology,KRW,59972,45.2619,41546,12.25,Y
3/6/25,Prime A,443060 KS,HD Hyundai Marine Solution,KR,Information Technology,KRW,59972,45.2619,133473,11.75,Y
3/6/25,Prime A,440 HK,Dah Sing Financial,HK,Financials,HKD,171.01,21.8683,1732444,0.75,N
3/6/25,Prime A,6702 JP,Fujitsu,JP,Information Technology,JPY,19426,129.9398,2112042,0.25,N
3/6/25,Prime C,440 HK,Dah Sing Financial,HK,Financials,HKD,171.01,21.8683,2790971,0.75,N
3/6/25,Prime A,392 HK,Beijing Enterprises Holdings,HK,Financials,HKD,95.37,12.1957,645138,0.25,N
3/6/25,Prime B,392 HK,Beijing Enterprises Holdings,HK,Financials,HKD,95.37,12.1957,2120217,0.25,N
3/6/25,Prime B,440 HK,Dah Sing Financial,HK,Financials,HKD,171.01,21.8683,1475511,0.5,N
3/6/25,Prime B,6702 JP,Fujitsu,JP,Information Technology,JPY,19426,129.9398,2761270,0.25,N
3/6/25,Prime A,2603 TT,Evergreen Marine,TW,Information Technology,TWD,259.26,8.1528,2743832,7.75,N
3/6/25,Prime B,2603 TT,Evergreen Marine,TW,Information Technology,TWD,259.26,8.1528,160214,5,N
3/6/25,Prime C,2603 TT,Evergreen Marine,TW,Information Technology,TWD,259.26,8.1528,2621443,3.75,N
3/6/25,Prime A,4307 JP,Nomura Research Institute,JP,Information Technology,JPY,50512,337.8729,855689,1.5,N
3/6/25,Prime C,392 HK,Beijing Enterprises Holdings,HK,Financials,HKD,95.37,12.1957,1031793,0.25,N
3/6/25,Prime B,4307 JP,Nomura Research Institute,JP,Information Technology,JPY,50512,337.8729,2496623,1.5,N
3/6/25,Prime C,6702 JP,Fujitsu,JP,Information Technology,JPY,19426,129.9398,1245556,0.25,N
3/6/25,Prime A,6723 JP,Renesas Electronics,JP,Information Technology,JPY,11079,74.107,157143,20.5,Y
3/6/25,Prime B,6723 JP,Renesas Electronics,JP,Information Technology,JPY,11079,74.107,72715,20,Y
3/6/25,Prime C,6723 JP,Renesas Electronics,JP,Information Technology,JPY,11079,74.107,18531,18,Y
3/6/25,Prime B,3898 HK,Zhuzhou CRRC Times Electric,HK,Financials,HKD,187.72,24.0051,1142877,8,Y
3/6/25,Prime C,3898 HK,Zhuzhou CRRC Times Electric,HK,Financials,HKD,187.72,24.0051,1133623,2.5,N
3/6/25,Prime C,4307 JP,Nomura Research Institute,JP,Information Technology,JPY,50512,337.8729,848604,1.5,N
3/6/25,Prime B,41 HK,Great Eagle,HK,Financials,HKD,111.89,14.3082,74637,10,Y
3/6/25,Prime A,2610 TT,China Airlines,TW,Industrials,TWD,381.36,11.9925,1588496,0.25,N
3/6/25,Prime A,41 HK,Great Eagle,HK,Financials,HKD,111.89,14.3082,75380,9.25,Y
3/6/25,Prime A,3898 HK,Zhuzhou CRRC Times Electric,HK,Financials,HKD,187.72,24.0051,404075,2,N
3/6/25,Prime B,388 HK,Hong Kong Exchanges & Clearing,HK,Financials,HKD,270.59,34.6023,2530614,5.75,N
3/6/25,Prime B,2610 TT,China Airlines,TW,Industrials,TWD,381.36,11.9925,1630119,0.25,N
3/6/25,Prime C,2610 TT,China Airlines,TW,Industrials,TWD,381.36,11.9925,2910400,0.25,N
3/6/25,Prime C,41 HK,Great Eagle,HK,Financials,HKD,111.89,14.3082,2648813,4.5,N
3/6/25,Prime C,4 HK,Wharf Holdings,HK,Financials,HKD,27.87,3.5639,1300037,1.75,N
3/6/25,Prime A,4 HK,Wharf Holdings,HK,Financials,HKD,27.87,3.5639,2726547,1.5,N
3/6/25,Prime B,4 HK,Wharf Holdings,HK,Financials,HKD,27.87,3.5639,2209531,1.5,N
3/6/25,Prime A,388 HK,Hong Kong Exchanges & Clearing,HK,Financials,HKD,270.59,34.6023,531289,3.5,N
3/6/25,Prime C,388 HK,Hong Kong Exchanges & Clearing,HK,Financials,HKD,270.59,34.6023,1018512,2.75,N
3/6/25,Prime C,3800 HK,GCL Technology,HK,Financials,HKD,94.12,12.0358,1594641,7.75,N
3/6/25,Prime B,373220 KS,LG Energy Solution,KR,Information Technology,KRW,93680,70.7019,69580,14.25,Y
3/6/25,Prime A,2618 TT,EVA Air,TW,Industrials,TWD,355.25,11.1714,491660,0.25,N
3/6/25,Prime B,2618 TT,EVA Air,TW,Industrials,TWD,355.25,11.1714,1147726,0.25,N
3/6/25,Prime C,2618 TT,EVA Air,TW,Industrials,TWD,355.25,11.1714,1273461,0.25,N
3/6/25,Prime A,2630 TT,Air Asia Company Limited (AACL),TW,Information Technology,TWD,546.78,17.1943,2820082,0.25,N
3/6/25,Prime A,373220 KS,LG Energy Solution,KR,Information Technology,KRW,93680,70.7019,176745,10.75,Y
3/6/25,Prime C,373220 KS,LG Energy Solution,KR,Information Technology,KRW,93680,70.7019,155506,10.5,Y
3/6/25,Prime B,3665 TT,Bizlink Holding,TW,Industrials,TWD,372.54,11.7151,1529915,5.5,N
3/6/25,Prime A,051910 KS,LG Chem,KR,Materials,KRW,85225,64.3208,1675889,0.25,N
3/6/25,Prime B,2630 TT,Air Asia Company Limited (AACL),TW,Information Technology,TWD,546.78,17.1943,873268,0.25,N
3/6/25,Prime C,2630 TT,Air Asia Company Limited (AACL),TW,Information Technology,TWD,546.78,17.1943,2481454,0.5,N
3/6/25,Prime C,2633 TT,Taiwan High Speed Rail,TW,Industrials,TWD,568.43,17.8752,53740,8.75,Y
3/6/25,Prime B,6758 JP,Sony,JP,Consumer Discretionary,JPY,43619,291.7659,153616,8.5,Y
3/6/25,Prime C,6758 JP,Sony,JP,Consumer Discretionary,JPY,43619,291.7659,2175154,4.25,N
3/6/25,Prime A,6758 JP,Sony,JP,Consumer Discretionary,JPY,43619,291.7659,832950,1.25,N
3/6/25,Prime B,3800 HK,GCL Technology,HK,Financials,HKD,94.12,12.0358,2830079,7.25,N
3/6/25,Prime A,3800 HK,GCL Technology,HK,Financials,HKD,94.12,12.0358,61753,2,N
3/6/25,Prime A,373 HK,Allied Group Limited,HK,Financials,HKD,87.38,11.1739,1507598,0.25,N
3/6/25,Prime A,3665 TT,Bizlink Holding,TW,Industrials,TWD,372.54,11.7151,2053242,3.5,N
3/6/25,Prime B,373 HK,Allied Group Limited,HK,Financials,HKD,87.38,11.1739,468551,0.25,N
3/6/25,Prime C,373 HK,Allied Group Limited,HK,Financials,HKD,87.38,11.1739,389273,0.25,N
3/6/25,Prime A,2633 TT,Taiwan High Speed Rail,TW,Industrials,TWD,568.43,17.8752,174001,8.5,Y
3/6/25,Prime C,3665 TT,Bizlink Holding,TW,Industrials,TWD,372.54,11.7151,2362226,3.5,N
3/6/25,Prime C,3661 TT,Alchip Technologies,TW,Information Technology,TWD,183.53,5.7714,74143,9,Y
3/6/25,Prime A,6857 JP,Advantest,JP,Information Technology,JPY,34255,229.1304,1840195,0.25,N
3/6/25,Prime B,6857 JP,Advantest,JP,Information Technology,JPY,34255,229.1304,1675400,0.25,N
3/6/25,Prime B,051910 KS,LG Chem,KR,Materials,KRW,85225,64.3208,1964599,0.25,N
3/6/25,Prime C,363 HK,Shanghai Industrial Holdings,HK,Financials,HKD,160.39,20.5102,1478505,4.5,N
3/6/25,Prime A,363 HK,Shanghai Industrial Holdings,HK,Financials,HKD,160.39,20.5102,2773693,2,N
3/6/25,Prime B,363 HK,Shanghai Industrial Holdings,HK,Financials,HKD,160.39,20.5102,2945433,1.75,N
3/6/25,Prime A,345 HK,Vitasoy,HK,Financials,HKD,60.57,7.7455,2629474,7.25,N
